Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,,,931.215415196719,914.793203795657,898.370992394595,881.948780993532,865.52656959247,849.104358191408,841.44649155835,833.788624925292,826.130758292234,818.472891659176,810.815025026118,815.964878979372,821.114732932626,826.264586885879,831.414440839133,836.564294792387,837.593429067857,838.622563343326,839.651697618795,840.680831894265,841.709966169734,841.879080086167,842.0481940026,842.217307919034,842.386421835467,842.5555357519,835.357266931932,828.158998111964,820.960729291997,813.762460472029,806.564191652061,790.292076293868,774.019960935675,757.747845577482,741.475730219289,725.203614861096,712.993851720284,700.784088579471,688.574325438659,676.364562297846,664.154799157034,655.095052997586,646.035306838138,636.975560678689,627.915814519241,618.856068359793,610.117650095371,601.379231830949,592.640813566528,583.902395302106,575.163977037684,568.474795502269,561.785613966855,,,,,
Australia,AUS,,,45801.5267175573,44980.9111782665,44160.2956389758,43339.680099685,42519.0645603943,41698.4490211035,40826.3163239633,39954.1836268231,39082.050929683,38209.9182325428,37337.7855354026,36803.7120810842,36269.6386267658,35735.5651724474,35201.491718129,34667.4182638106,34217.0022088875,33766.5861539643,33316.1700990412,32865.754044118,32415.3379891949,31982.4797507347,31549.6215122744,31116.7632738142,30683.9050353539,30251.0467968937,29825.3015701243,29399.5563433549,28973.8111165854,28548.065889816,28122.3206630466,27811.8922813689,27501.4638996911,27191.0355180134,26880.6071363356,26570.1787546579,26263.4198389645,25956.6609232711,25649.9020075778,25343.1430918844,25036.384176191,24753.607523403,24470.830870615,24188.0542178271,23905.2775650391,23622.5009122511,23226.4214083028,22830.3419043545,22434.2624004063,22038.182896458,21642.1033925097,21299.9787018384,20957.8540111671,,,,,
Austria,AUT,,,7714.03213301123,7662.3471625894,7610.66219216757,7558.97722174573,7507.2922513239,7455.60728090207,7422.55938347228,7389.51148604249,7356.46358861269,7323.4156911829,7290.36779375311,7285.70002722095,7281.0322606888,7276.36449415664,7271.69672762449,7267.02896109233,7265.93326612583,7264.83757115933,7263.74187619283,7262.64618122633,7261.55048625983,7261.46497263527,7261.37945901071,7261.29394538616,7261.2084317616,7261.12291813704,7211.83268649234,7162.54245484764,7113.25222320295,7063.96199155825,7014.67175991355,6992.25239273074,6969.83302554793,6947.41365836513,6924.99429118232,6902.57492399951,6883.11642588965,6863.65792777979,6844.19942966993,6824.74093156007,6805.28243345021,6770.24815618561,6735.213878921,6700.1796016564,6665.14532439179,6630.11104712719,6608.95381323969,6587.79657935218,6566.63934546468,6545.48211157717,6524.32487768967,6479.90810729113,6435.49133689259,,,,,
Azerbaijan,AZE,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,219.859116770522,439.718233541044,659.577350311566,879.436467082088,1099.29558385261,1086.49799229499,1073.70040073736,1060.90280917974,1048.10521762211,1035.30762606449,1026.85230867225,1018.39699128,1009.94167388776,1001.48635649552,993.031039103274,983.55701405213,974.082989000985,964.608963949841,955.134938898696,945.660913847552,931.124009970064,916.587106092576,902.050202215088,887.5132983376,872.976394460112,862.022165013648,851.067935567183,,,,,
Burundi,BDI,,,3460.23022569575,3386.64872858259,3313.06723146942,3239.48573435626,3165.90423724309,3092.32274012993,3037.49635881198,2982.66997749403,2927.84359617607,2873.01721485812,2818.19083354017,2776.54740277985,2734.90397201954,2693.26054125922,2651.61711049891,2609.97367973859,2547.36862222723,2484.76356471587,2422.15850720451,2359.55344969315,2296.94839218179,2237.78643775062,2178.62448331945,2119.46252888829,2060.30057445712,2001.13862002595,1954.78953429154,1908.44044855713,1862.09136282271,1815.7422770883,1769.39319135389,1744.15834209119,1718.92349282848,1693.68864356578,1668.45379430307,1643.21894504037,1614.68942916582,1586.15991329127,1557.63039741671,1529.10088154216,1500.57136566761,1456.3646524148,1412.157939162,1367.95122590919,1323.74451265639,1279.53779940358,1241.23813605053,1202.93847269747,1164.63880934442,1126.33914599136,1088.03948263831,1054.97547538529,1021.91146813226,,,,,
Belgium,BEL,,,1301.43685135574,1291.64548927414,1281.85412719254,1272.06276511095,1262.27140302935,1252.48004094775,1249.12352188998,1245.76700283222,1242.41048377445,1239.05396471669,1235.69744565892,1232.69962461288,1229.70180356683,1226.70398252079,1223.70616147474,1220.7083404287,1220.06568003377,1219.42301963885,1218.78035924392,1218.137698849,1217.49503845407,1217.15136021137,1216.80768196867,1216.46400372598,1216.12032548328,1215.77664724058,1211.54239797856,1207.30814871654,1203.07389945452,1198.8396501925,1194.60540093048,1191.41187665724,1188.218352384,1185.02482811077,1181.83130383753,1178.63777956429,1175.18061348341,1171.72344740253,1168.26628132164,1164.80911524076,1161.35194915988,1154.94903158856,1148.54611401723,1142.14319644591,1135.74027887458,1129.33736130326,1119.55116153082,1109.76496175837,1099.97876198593,1090.19256221348,1080.40636244104,1075.4846058756,1070.56284931016,,,,,
Benin,BEN,,,4115.2329141922,4045.3010639962,3975.3692138002,3905.43736360421,3835.50551340821,3765.57366321221,3689.29633878191,3613.01901435161,3536.7416899213,3460.464365491,3384.1870410607,3307.33116739745,3230.4752937342,3153.61942007094,3076.76354640769,2999.90767274444,2924.40424428983,2848.90081583523,2773.39738738062,2697.89395892602,2622.39053047141,2552.13084566824,2481.87116086507,2411.61147606191,2341.35179125874,2271.09210645557,2203.23454658413,2135.37698671269,2067.51942684125,1999.66186696981,1931.80430709837,1873.3833352521,1814.96236340583,1756.54139155957,1698.1204197133,1639.69944786703,1594.12950294637,1548.55955802572,1502.98961310506,1457.41966818441,1411.84972326375,1373.12855865801,1334.40739405227,1295.68622944653,1256.96506484079,1218.24390023505,1186.32782553176,1154.41175082847,1122.49567612519,1090.5796014219,1058.66352671861,1029.97131823922,1001.27910975983,,,,,
Burkina Faso,BFA,,,2519.99566157547,2483.89679313741,2447.79792469935,2411.69905626128,2375.60018782322,2339.50131938516,2300.77285864599,2262.04439790682,2223.31593716766,2184.58747642849,2145.85901568932,2107.37722581148,2068.89543593363,2030.41364605579,1991.93185617794,1953.4500663001,1912.00718100632,1870.56429571255,1829.12141041877,1787.678525125,1746.23563983122,1704.11106469712,1661.98648956302,1619.86191442891,1577.73733929481,1535.61276416071,1497.39089049639,1459.16901683207,1420.94714316776,1382.72526950344,1344.50339583912,1310.00234328207,1275.50129072501,1241.00023816796,1206.4991856109,1171.99813305385,1140.9646223943,1109.93111173476,1078.89760107521,1047.86409041567,1016.83057975612,988.878182322431,960.925784888742,932.973387455054,905.020990021365,877.068592587676,852.518605137799,827.968617687921,803.418630238044,778.868642788166,754.318655338289,732.555322111775,710.79198888526,,,,,
Bangladesh,BGD,,,2068.87758484827,2010.82777550979,1952.77796617131,1894.72815683284,1836.67834749436,1778.62853815588,1738.09649339101,1697.56444862614,1657.03240386127,1616.5003590964,1575.96831433153,1546.63056614535,1517.29281795916,1487.95506977298,1458.61732158679,1429.27957340061,1393.62582504948,1357.97207669835,1322.31832834722,1286.66457999609,1251.01083164496,1220.31054384963,1189.6102560543,1158.90996825896,1128.20968046363,1097.5093926683,1072.48130251293,1047.45321235756,1022.42512220219,997.397032046823,972.368941891454,952.661310569483,932.953679247513,913.246047925542,893.538416603571,873.8307852816,857.581411144381,841.332037007162,825.082662869943,808.833288732724,792.583914595505,781.269884037017,769.95585347853,758.641822920042,747.327792361555,736.013761803067,727.87666715378,719.739572504493,711.602477855205,703.465383205918,695.328288556631,687.425620202685,679.522951848738,,,,,
Bulgaria,BGR,,,2620.75895681813,2602.00858293701,2583.25820905589,2564.50783517478,2545.75746129366,2527.00708741254,2511.333055019,2495.65902262546,2479.98499023192,2464.31095783838,2448.63692544484,2435.95550816458,2423.27409088432,2410.59267360407,2397.91125632381,2385.22983904355,2379.170162506,2373.11048596844,2367.05080943089,2360.99113289333,2354.93145635578,2352.10166177593,2349.27186719608,2346.44207261622,2343.61227803637,2340.78248345652,2364.41982116933,2388.05715888214,2411.69449659496,2435.33183430777,2458.96917202058,2472.46475536425,2485.96033870792,2499.45592205159,2512.95150539526,2526.44708873893,2557.0660184144,2587.68494808987,2618.30387776534,2648.92280744081,2679.54173711628,2700.26849338222,2720.99524964815,2741.72200591409,2762.44876218002,2783.17551844596,2801.41919745916,2819.66287647236,2837.90655548555,2856.15023449875,2874.39391351195,2890.69780352404,2907.00169353613,,,,,
Bahrain,BHR,,,23.1021577415331,22.5620473144987,22.0219368874643,21.48182646043,20.9417160333956,20.4016056063612,19.8123713040543,19.2231370017474,18.6339026994404,18.0446683971335,17.4554340948266,16.6030872775105,15.7507404601944,14.8983936428783,14.0460468255622,13.1937000082461,12.627767365063,12.0618347218799,11.4959020786968,10.9299694355137,10.3640367923306,10.0730817138558,9.78212663538108,9.49117155690631,9.20021647843155,8.90926139995679,8.65679434533946,8.40432729072214,8.15186023610481,7.89939318148748,7.64692612687015,7.46223465589789,7.27754318492563,7.09285171395337,6.90816024298111,6.72346877200885,6.46699422848492,6.21051968496099,5.95404514143706,5.69757059791313,5.4410960543892,5.12513799520372,4.80917993601824,4.49322187683277,4.17726381764729,3.86130575846181,3.7044562055857,3.5476066527096,3.39075709983349,3.23390754695739,3.07705799408128,3.03545095127225,2.99384390846322,,,,,
"Bahamas, The",BHS,,,5780.77644085853,5541.93212110512,5303.08780135171,5064.24348159829,4825.39916184488,4586.55484209147,4456.35327063493,4326.1516991784,4195.95012772186,4065.74855626533,3935.54698480879,3858.73332455055,3781.91966429231,3705.10600403407,3628.29234377583,3551.47868351759,3477.01479653976,3402.55090956192,3328.08702258409,3253.62313560625,3179.15924862842,3118.81728466799,3058.47532070757,2998.13335674714,2937.79139278672,2877.44942882629,2828.21795849694,2778.9864881676,2729.75501783825,2680.52354750891,2631.29207717956,2592.23081651226,2553.16955584497,2514.10829517767,2475.04703451038,2435.98577384308,2403.83639909137,2371.68702433965,2339.53764958794,2307.38827483622,2275.23890008451,2235.14240775037,2195.04591541623,2154.9494230821,2114.85293074796,2074.75643841382,2044.86059871557,2014.96475901731,1985.06891931906,1955.1730796208,1925.27723992255,1906.96899529213,1888.66075066171,,,,,
Bosnia and Herzegovina,BIH,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,1677.02960736721,3354.05921473443,5031.08882210164,6708.11842946886,8385.14803683607,8608.51108806465,8831.87413929324,9055.23719052182,9278.60024175041,9501.96329297899,9490.17640973965,9478.38952650032,9466.60264326098,9454.81576002165,9443.02887678231,9441.32286133778,9439.61684589326,9437.91083044874,9436.20481500421,9434.49879955969,9517.10116060736,9599.70352165503,9682.3058827027,9764.90824375037,9847.51060479804,10021.2480826262,10194.9855604543,,,,,
Belarus,BLR,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,665.622552858262,1331.24510571652,1996.86765857479,2662.49021143305,3328.11276429131,3334.62622013128,3341.13967597125,3347.65313181121,3354.16658765118,3360.68004349115,3377.81137199507,3394.94270049899,3412.07402900291,3429.20535750683,3446.33668601075,3468.29552050927,3490.25435500778,3512.2131895063,3534.17202400481,3556.13085850333,3563.37936506072,3570.62787161811,3577.87637817551,3585.1248847329,3592.37339129029,3590.47454860135,3588.57570591242,,,,,
Belize,BLZ,,,156699.252443933,152442.069757652,148184.887071372,143927.704385091,139670.521698811,135413.33901253,132333.817100704,129254.295188878,126174.773277053,123095.251365227,120015.729453401,118291.744663247,116567.759873093,114843.77508294,113119.790292786,111395.805502632,109261.858923558,107127.912344484,104993.965765409,102860.019186335,100726.072607261,98088.8892927845,95451.705978308,92814.5226638314,90177.3393493549,87540.1560348784,85737.8534049184,83935.5507749584,82133.2481449985,80330.9455150385,78528.6428850785,76596.7206082704,74664.7983314623,72732.8760546542,70800.9537778461,68869.031501038,66727.298011813,64585.564522588,62443.8310333631,60302.0975441381,58160.3640549131,56734.7957168006,55309.2273786882,53883.6590405757,52458.0907024633,51032.5223643508,49855.6036902972,48678.6850162436,47501.76634219,46324.8476681364,45147.9289940828,44166.3078464299,43184.6866987769,,,,,
Bermuda,BMU,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,,,,,,
Bolivia,BOL,,,79805.6266253658,78267.089306592,76728.5519878182,75190.0146690445,73651.4773502707,72112.9400314969,70653.8172641033,69194.6944967097,67735.5717293161,66276.4489619225,64817.3261945289,63463.8598615672,62110.3935286055,60756.9271956439,59403.4608626822,58049.9945297205,56879.692614581,55709.3906994416,54539.0887843021,53368.7868691627,52198.4849540232,51180.1122226939,50161.7394913647,49143.3667600354,48124.9940287062,47106.6212973769,46161.8615016855,45217.1017059941,44272.3419103027,43327.5821146113,42382.8223189199,41553.5424139959,40724.262509072,39894.982604148,39065.7026992241,38236.4227943001,37531.9829533993,36827.5431124985,36123.1032715977,35418.6634306969,34714.2235897961,34121.7881803024,33529.3527708087,32936.9173613151,32344.4819518214,31752.0465423277,31250.7310001351,30749.4154579425,30248.0999157498,29746.7843735572,29245.4688313646,28796.3447503971,28347.2206694297,,,,,
Brazil,BRA,,,73986.1428306604,72049.5893529645,70113.0358752686,68176.4823975727,66239.9289198767,64303.3754421808,62780.643429159,61257.9114161372,59735.1794031154,58212.4473900936,56689.7153770718,55422.4509967337,54155.1866163956,52887.9222360576,51620.6578557195,50353.3934753814,49233.0316991535,48112.6699229257,46992.3081466978,45871.94637047,44751.5845942421,43837.2327998445,42922.8810054468,42008.5292110492,41094.1774166515,40179.8256222539,39483.4465897477,38787.0675572416,38090.6885247354,37394.3094922293,36697.9304597231,36129.5093717759,35561.0882838287,34992.6671958814,34424.2461079342,33855.825019987,33390.8627528883,32925.9004857896,32460.9382186908,31995.9759515921,31531.0136844934,31179.670054508,30828.3264245225,30476.9827945371,30125.6391645516,29774.2955345662,29500.6816586586,29227.0677827509,28953.4539068433,28679.8400309356,28406.226155028,28162.7099452675,27919.193735507,,,,,
Barbados,BRB,,,343.889302033675,342.719265542363,341.54922905105,340.379192559738,339.209156068425,338.039119577113,336.67976884141,335.320418105707,333.961067370004,332.601716634301,331.242365898598,329.267182748083,327.291999597567,325.316816447052,323.341633296536,321.366450146021,320.064956623456,318.763463100892,317.461969578327,316.160476055763,314.858982533198,313.898123205603,312.937263878009,311.976404550414,311.01554522282,310.054685895225,308.906632247445,307.758578599664,306.610524951884,305.462471304103,304.314417656323,303.111398324293,301.908378992262,300.705359660232,299.502340328201,298.299320996171,297.156417572287,296.013514148402,294.870610724518,293.727707300633,292.584803876749,291.477243890778,290.369683904808,289.262123918837,288.154563932867,287.047003946896,286.035206259385,285.023408571874,284.011610884363,282.999813196852,281.988015509341,281.431118261122,280.874221012903,,,,,
Brunei Darussalam,BRN,,,94992.2329880086,91111.8854228485,87231.5378576885,83351.1902925284,79470.8427273684,75590.4951622083,72442.3726122835,69294.2500623586,66146.1275124337,62998.0049625089,59849.882412584,57610.0935509791,55370.3046893742,53130.5158277692,50890.7269661643,48650.9381045594,47170.574568281,45690.2110320026,44209.8474957242,42729.4839594458,41249.1204231674,40155.2928531427,39061.465283118,37967.6377130932,36873.8101430685,35779.9825730438,34830.8121066584,33881.641640273,32932.4711738877,31983.3007075023,31034.1302411169,30276.755721625,29519.381202133,28762.0066826411,28004.6321631491,27247.2576436572,26700.0213394761,26152.7850352949,25605.5487311138,25058.3124269326,24511.0761227515,24142.6173821397,23774.1586415279,23405.6999009161,23037.2411603043,22668.7824196925,22395.7950296388,22122.8076395851,21849.8202495314,21576.8328594777,21303.845469424,21023.6199592458,20743.3944490676,,,,,
Bhutan,BTN,,,405024.003001441,394403.388926656,383782.774851871,373162.160777086,362541.546702301,351920.932627516,341506.193246836,331091.453866156,320676.714485475,310261.975104795,299847.235724115,291031.713431484,282216.191138853,273400.668846222,264585.146553591,255769.62426096,248911.558445356,242053.492629753,235195.426814149,228337.360998546,221479.295182942,215620.698442232,209762.101701521,203903.504960811,198044.9082201,192186.31147939,189295.225537447,186404.139595504,183513.053653562,180621.967711619,177730.881769676,171548.01107144,165365.140373204,159182.269674967,152999.398976731,146816.528278495,143751.155475407,140685.78267232,137620.409869232,134555.037066145,131489.664263057,128654.753086668,125819.841910279,122984.93073389,120150.019557501,117315.108381112,116087.517152891,114859.92592467,113632.334696448,112404.743468227,111177.152240006,109826.354540599,108475.556841192,,,,,
Botswana,BWA,,,4582.09394056261,4487.46350086095,4392.8330611593,4298.20262145764,4203.57218175599,4108.94174205433,4006.69432652828,3904.44691100224,3802.19949547619,3699.95207995015,3597.7046644241,3477.76724371685,3357.8298230096,3237.89240230236,3117.95498159511,2998.01756088786,2896.92112387581,2795.82468686376,2694.7282498517,2593.63181283965,2492.5353758276,2409.64654145397,2326.75770708034,2243.86887270672,2160.98003833309,2078.09120395946,2014.4942252518,1950.89724654414,1887.30026783647,1823.70328912881,1760.10631042115,1719.68736587916,1679.26842133716,1638.84947679517,1598.43053225317,1558.01158771118,1527.99332124829,1497.9750547854,1467.95678832251,1437.93852185962,1407.92025539673,1382.27355085495,1356.62684631317,1330.9801417714,1305.33343722962,1279.68673268784,1259.09530297216,1238.50387325648,1217.9124435408,1197.32101382512,1176.72958410944,1162.90848466618,1149.08738522293,,,,,
Central African Republic,CAF,,,90855.7841627414,89192.2471772693,87528.7101917973,85865.1732063252,84201.6362208532,82538.0992353811,81128.6011177144,79719.1030000478,78309.6048823811,76900.1067647144,75490.6086470477,74216.5652266298,72942.521806212,71668.4783857941,70394.4349653763,69120.3915449584,67371.6789332784,65622.9663215984,63874.2537099185,62125.5410982385,60376.8284865585,58955.6768709442,57534.5252553299,56113.3736397157,54692.2220241014,53271.0704084871,52146.342991591,51021.6155746949,49896.8881577988,48772.1607409027,47647.4333240066,46430.5574203221,45213.6815166376,43996.805612953,42779.9297092685,41563.053805584,40667.342212512,39771.6306194401,38875.9190263681,37980.2074332962,37084.4958402242,36385.0651870233,35685.6345338224,34986.2038806215,34286.7732274206,33587.3425742197,33226.3578418893,32865.373109559,32504.3883772286,32143.4036448983,31782.4189125679,31683.6011075969,31584.7833026259,,,,,
Canada,CAN,,,153110.561942624,150413.199701072,147715.837459519,145018.475217967,142321.112976414,139623.750734862,137353.340404285,135082.930073707,132812.51974313,130542.109412552,128271.699081975,126641.795404688,125011.891727401,123381.988050113,121752.084372826,120122.180695539,118791.590009433,117460.999323326,116130.40863722,114799.817951113,113469.227265007,112328.246015613,111187.26476622,110046.283516826,108905.302267433,107764.321018039,106302.207794014,104840.094569989,103377.981345964,101915.868121939,100453.754897914,99422.7575165117,98391.7601351095,97360.7627537072,96329.765372305,95298.7679909027,94414.9890131943,93531.2100354858,92647.4310577774,91763.6520800689,90879.8731023605,90034.9078383531,89189.9425743456,88344.9773103382,87500.0120463307,86655.0467823233,85743.8206489999,84832.5945156764,83921.368382353,83010.1422490295,82098.9161157061,81261.172026429,80423.4279371518,,,,,
Central Europe and the Baltics,CEB,,,1833.88749104716,1818.23950822147,1802.59152539577,1786.94354257008,1771.29555974438,1755.64757691869,1742.89440757008,1730.14123822147,1717.38806887287,1704.63489952426,1691.88173017565,1677.57462712868,1663.26752408171,1648.96042103475,1634.65331798778,1620.34621494081,1610.12611269939,1599.90601045797,1589.68590821655,1579.46580597513,1569.24570373371,1562.07383210544,1554.90196047716,1547.73008884889,1540.55821722061,1533.38634559234,1701.82047105631,1870.25459652028,2038.68872198424,2207.12284744821,2375.55697291218,2357.77585976041,2339.99474660864,2322.21363345687,2304.4325203051,2286.65140715333,2297.17935774117,2307.70730832902,2318.23525891686,2328.76320950471,2339.29116009255,2346.31046220455,2353.32976431654,2360.34906642854,2367.36836854053,2374.38767065253,2380.98266157842,2387.57765250432,2394.17264343021,2400.76763435611,2407.362625282,2412.4698998989,2417.57717451579,,,,,
